protein_ac,drug_id
Q96KB5,DB02656
Q96KB5,DB02833
Q96KB5,DB03365
Q96KB5,DB03428
Q96KB5,DB03444
Q96KB5,DB03758
Q96KB5,DB03777
Q96KB5,DB04014
Q96KB5,DB04216
Q96KB5,DB04338
Q96KB5,DB04367
Q96KB5,DB04462
Q96KB5,DB04604
Q96KB5,DB04716
Q96KB5,DB04879
Q96KB5,DB06195
Q96KB5,DB07126
Q96KB5,DB07352
Q96KB5,DB07364
Q96KB5,DB07545
Q96KB5,DB07664
Q96KB5,DB07794
Q96KB5,DB07876
Q96KB5,DB07995
Q96KB5,DB08009
Q96KB5,DB08039
Q96KB5,DB08162
Q96KB5,DB08294
Q96KB5,DB08325
Q96KB5,DB08399
Q96KB5,DB08454
Q96KB5,DB08473
Q96KB5,DB08756
Q96KB5,DB11829
Q96KB5,DB12966
Q96KQ7,DB00205
Q96KQ7,DB00608
Q96KQ7,DB00928
Q96KQ7,DB01093
Q96KQ7,DB01262
Q96KS0,DB00126
Q96KS0,DB08845
Q96KS0,DB09140
Q96KS0,DB15642
Q96L34,DB02567
Q96L34,DB03921
Q96L34,DB04849
Q96L34,DB04868
Q96L34,DB05524
Q96L34,DB05552
Q96L34,DB06195
Q96L34,DB06314
Q96L34,DB06486
Q96L34,DB06616
Q96L34,DB06626
Q96L34,DB06999
Q96L34,DB07159
Q96L34,DB07731
Q96L34,DB07835
Q96L34,DB08094
Q96L34,DB08142
Q96L34,DB08568
Q96L34,DB08865
Q96L34,DB08877
Q96L34,DB08916
Q96L34,DB09079
Q96L34,DB11526
Q96L34,DB11663
Q96L34,DB11689
Q96L34,DB11828
Q96L34,DB11958
Q96L34,DB12302
Q96L34,DB12307
Q96L34,DB12429
Q96L34,DB12500
Q96L34,DB12745
Q96L34,DB15186
Q96LA8,DB06147
Q96NT5,DB06178
Q96NT5,DB06813
Q96NX5,DB01645
Q96NX5,DB01782
Q96NX5,DB01950
Q96NX5,DB02052
Q96NX5,DB02116
Q96NX5,DB02424
Q96NX5,DB02567
Q96NX5,DB02656
Q96NX5,DB02833
Q96NX5,DB03365
Q96NX5,DB03428
Q96NX5,DB03444
Q96NX5,DB03758
Q96NX5,DB03777
Q96NX5,DB03921
Q96NX5,DB04014
Q96NX5,DB04216
Q96NX5,DB04338
Q96NX5,DB04367
Q96NX5,DB04462
Q96NX5,DB04604
Q96NX5,DB04716
Q96NX5,DB04849
Q96NX5,DB04868
Q96NX5,DB05552
Q96NX5,DB06314
Q96NX5,DB06486
Q96NX5,DB06616
Q96NX5,DB06626
Q96NX5,DB06999
Q96NX5,DB07126
Q96NX5,DB07159
Q96NX5,DB07352
Q96NX5,DB07364
Q96NX5,DB07545
Q96NX5,DB07664
Q96NX5,DB07794
Q96NX5,DB07835
Q96NX5,DB07876
Q96NX5,DB07995
Q96NX5,DB08009
Q96NX5,DB08039
Q96NX5,DB08094
Q96NX5,DB08142
Q96NX5,DB08162
Q96NX5,DB08294
Q96NX5,DB08325
Q96NX5,DB08399
Q96NX5,DB08454
Q96NX5,DB08473
Q96NX5,DB08568
Q96NX5,DB08756
Q96NX5,DB08865
Q96NX5,DB08877
Q96NX5,DB08916
Q96NX5,DB09079
Q96NX5,DB11526
Q96NX5,DB11663
Q96NX5,DB11689
Q96NX5,DB11828
Q96NX5,DB11958
Q96NX5,DB12302
Q96NX5,DB12307
Q96NX5,DB12429
Q96NX5,DB12500
Q96NX5,DB12745
Q96NX5,DB12874
Q96NX5,DB12966
Q96P20,DB00171
Q96P20,DB01016
Q96P20,DB03285
Q96P20,DB13063
Q96PD7,DB14887
Q96PD7,DB14949
Q96PF2,DB03044
Q96PF2,DB07335
Q96PF2,DB07854
Q96PF2,DB07856
Q96PF2,DB08052
Q96PF2,DB08053
Q96PF2,DB08054
Q96PF2,DB08073
Q96PF2,DB08300
Q96PF2,DB08780
Q96PF2,DB13061
Q96PF2,DB15186
Q96PN6,DB07706
Q96PY6,DB02567
Q96PY6,DB04849
Q96PY6,DB04868
Q96PY6,DB05524
Q96PY6,DB05552
Q96PY6,DB06195
Q96PY6,DB06314
Q96PY6,DB06486
Q96PY6,DB06616
Q96PY6,DB06626
Q96PY6,DB06999
Q96PY6,DB07159
Q96PY6,DB07335
Q96PY6,DB08052
Q96PY6,DB08053
Q96PY6,DB08054
Q96PY6,DB08073
Q96PY6,DB08094
Q96PY6,DB08142
Q96PY6,DB08300
Q96PY6,DB08568
Q96PY6,DB08865
Q96PY6,DB08877
Q96PY6,DB08916
Q96PY6,DB09079
Q96PY6,DB11526
Q96PY6,DB11663
Q96PY6,DB11689
Q96PY6,DB11828
Q96PY6,DB11958
Q96PY6,DB12302
Q96PY6,DB12307
Q96PY6,DB12429
Q96PY6,DB12500
Q96PY6,DB12745
Q96PY6,DB15186
Q96Q40,DB00317
Q96Q40,DB00530
Q96Q40,DB00619
Q96Q40,DB01254
Q96Q40,DB01259
Q96Q40,DB02010
Q96Q40,DB02567
Q96Q40,DB03044
Q96Q40,DB03496
Q96Q40,DB04849
Q96Q40,DB04868
Q96Q40,DB04879
Q96Q40,DB05294
Q96Q40,DB05424
Q96Q40,DB05552
Q96Q40,DB05575
Q96Q40,DB05928
Q96Q40,DB05969
Q96Q40,DB05984
Q96Q40,DB06314
Q96Q40,DB06486
Q96Q40,DB06589
Q96Q40,DB06616
Q96Q40,DB06626
Q96Q40,DB06999
Q96Q40,DB07138
Q96Q40,DB07159
Q96Q40,DB08094
Q96Q40,DB08142
Q96Q40,DB08568
Q96Q40,DB08865
Q96Q40,DB08877
Q96Q40,DB08895
Q96Q40,DB08916
Q96Q40,DB09079
Q96Q40,DB11526
Q96Q40,DB11663
Q96Q40,DB11689
Q96Q40,DB11828
Q96Q40,DB11829
Q96Q40,DB11958
Q96Q40,DB12307
Q96Q40,DB12429
Q96Q40,DB12500
Q96Q40,DB12745
Q96Q40,DB13061
Q96QK1,DB13616
Q96RD7,DB01032
Q96RG2,DB03044
Q96RG2,DB07335
Q96RG2,DB08052
Q96RG2,DB08053
Q96RG2,DB08054
Q96RG2,DB08073
Q96RG2,DB08300
Q96RG2,DB13061
Q96RG2,DB15186
Q96RI0,DB09030
Q96RI1,DB00471
Q96RI1,DB00619
Q96RI1,DB00738
Q96RI1,DB00841
Q96RI1,DB01113
Q96RI1,DB02123
Q96RI1,DB05490
Q96RI1,DB08121
Q96RI1,DB08833
Q96RI1,DB12480
Q96RI1,DB14013
Q96RI1,DB14014
Q96RI1,DB14054
Q96RI1,DB15588
Q96RJ0,DB00205
Q96RJ0,DB00440
Q96RJ0,DB00797
Q96RJ0,DB01118
Q96RJ0,DB09571
Q96RJ0,DB13597
Q96RJ0,DB14763
Q96RR4,DB00877
Q96RR4,DB01645
Q96RR4,DB01782
Q96RR4,DB01809
Q96RR4,DB02052
Q96RR4,DB02116
Q96RR4,DB02424
Q96RR4,DB02567
Q96RR4,DB02833
Q96RR4,DB03365
Q96RR4,DB03428
Q96RR4,DB03444
Q96RR4,DB03693
Q96RR4,DB03758
Q96RR4,DB03777
Q96RR4,DB03921
Q96RR4,DB04216
Q96RR4,DB04338
Q96RR4,DB04367
Q96RR4,DB04462
Q96RR4,DB04604
Q96RR4,DB04716
Q96RR4,DB04751
Q96RR4,DB04849
Q96RR4,DB04868
Q96RR4,DB05552
Q96RR4,DB06314
Q96RR4,DB06486
Q96RR4,DB06616
Q96RR4,DB06626
Q96RR4,DB06999
Q96RR4,DB07101
Q96RR4,DB07126
Q96RR4,DB07159
Q96RR4,DB07352
Q96RR4,DB07364
Q96RR4,DB07545
Q96RR4,DB07664
Q96RR4,DB07731
Q96RR4,DB07794
Q96RR4,DB07835
Q96RR4,DB07919
Q96RR4,DB08009
Q96RR4,DB08059
Q96RR4,DB08094
Q96RR4,DB08142
Q96RR4,DB08191
Q96RR4,DB08294
Q96RR4,DB08325
Q96RR4,DB08399
Q96RR4,DB08454
Q96RR4,DB08473
Q96RR4,DB08568
Q96RR4,DB08597
Q96RR4,DB08865
Q96RR4,DB08877
Q96RR4,DB08916
Q96RR4,DB09079
Q96RR4,DB11526
Q96RR4,DB11663
Q96RR4,DB11689
Q96RR4,DB11828
Q96RR4,DB11958
Q96RR4,DB12072
Q96RR4,DB12302
Q96RR4,DB12307
Q96RR4,DB12500
Q96RR4,DB12745
Q96RR4,DB12966
Q96RR4,DB13875
Q96S37,DB01039
Q96S37,DB01138
Q96S37,DB13873
Q96S37,DB14856
Q96SB4,DB01809
Q96SB4,DB02567
Q96SB4,DB03693
Q96SB4,DB04849
Q96SB4,DB04868
Q96SB4,DB05524
Q96SB4,DB05552
Q96SB4,DB06314
Q96SB4,DB06486
Q96SB4,DB06616
Q96SB4,DB06626
Q96SB4,DB06999
Q96SB4,DB07101
Q96SB4,DB07159
Q96SB4,DB07266
Q96SB4,DB07731
Q96SB4,DB07835
Q96SB4,DB07876
Q96SB4,DB07919
Q96SB4,DB08052
Q96SB4,DB08053
Q96SB4,DB08054
Q96SB4,DB08059
Q96SB4,DB08094
Q96SB4,DB08142
Q96SB4,DB08568
Q96SB4,DB08865
Q96SB4,DB08877
Q96SB4,DB08916
Q96SB4,DB09079
Q96SB4,DB11526
Q96SB4,DB11663
Q96SB4,DB11689
Q96SB4,DB11828
Q96SB4,DB11958
Q96SB4,DB12072
Q96SB4,DB12302
Q96SB4,DB12307
Q96SB4,DB12500
Q96SB4,DB12745
Q96SB4,DB13875
Q96SB4,DB15186
Q96SW2,DB00480
Q96SW2,DB08910
Q96SW2,DB12101
Q99250,DB00321
Q99250,DB00379
Q99250,DB00564
Q99250,DB00740
Q99250,DB06280
Q99250,DB14856
Q99418,DB00257
Q99489,DB00368
Q99489,DB00627
Q99489,DB02054
Q99489,DB02074
Q99489,DB13394
Q99500,DB12016
Q99500,DB14766
Q99519,DB01768
Q99519,DB03321
Q99523,DB06455
Q99538,DB00201
Q99558,DB02010
Q99571,DB15358
Q99572,DB00171
Q99572,DB02596
Q99572,DB04786
Q99572,DB12594
Q99593,DB14663
Q99619,DB07292
Q99640,DB02567
Q99640,DB03921
Q99640,DB04849
Q99640,DB04868
Q99640,DB05552
Q99640,DB06314
Q99640,DB06486
Q99640,DB06626
Q99640,DB06999
Q99640,DB07159
Q99640,DB07835
Q99640,DB08094
Q99640,DB08142
Q99640,DB08568
Q99640,DB08865
Q99640,DB08877
Q99640,DB08916
Q99640,DB09079
Q99640,DB11526
Q99640,DB11663
Q99640,DB11689
Q99640,DB11828
Q99640,DB11958
Q99640,DB12302
Q99640,DB12307
Q99640,DB12429
Q99640,DB12500
Q99640,DB12745
Q99661,DB08037
Q99683,DB00173
Q99683,DB01645
Q99683,DB01782
Q99683,DB02052
Q99683,DB02116
Q99683,DB02352
Q99683,DB02567
Q99683,DB02833
Q99683,DB03365
Q99683,DB04216
Q99683,DB04367
Q99683,DB04462
Q99683,DB04604
Q99683,DB04849
Q99683,DB04868
Q99683,DB05552
Q99683,DB06314
Q99683,DB06486
Q99683,DB06616
Q99683,DB06626
Q99683,DB06999
Q99683,DB07126
Q99683,DB07159
Q99683,DB07352
Q99683,DB07496
Q99683,DB07835
Q99683,DB07876
Q99683,DB08094
Q99683,DB08142
Q99683,DB08294
Q99683,DB08399
Q99683,DB08473
Q99683,DB08568
Q99683,DB08865
Q99683,DB08877
Q99683,DB08916
Q99683,DB09079
Q99683,DB11526
Q99683,DB11663
Q99683,DB11689
Q99683,DB11828
Q99683,DB11919
Q99683,DB11958
Q99683,DB12302
Q99683,DB12307
Q99683,DB12429
Q99683,DB12500
Q99683,DB12745
Q99683,DB12966
Q99685,DB00328
Q99685,DB00455
Q99685,DB01050
Q99685,DB01083
Q99685,DB01795
Q99685,DB01963
Q99685,DB02035
Q99685,DB02967
Q99685,DB04360
Q99685,DB12290
Q99720,DB00176
Q99720,DB00247
Q99720,DB00295
Q99720,DB00363
Q99720,DB00396
Q99720,DB00409
Q99720,DB00472
Q99720,DB00481
Q99720,DB00501
Q99720,DB00514
Q99720,DB00579
Q99720,DB00624
Q99720,DB00656
Q99720,DB00675
Q99720,DB00692
Q99720,DB00831
Q99720,DB00843
Q99720,DB00857
Q99720,DB00875
Q99720,DB00907
Q99720,DB01104
Q99720,DB01118
Q99720,DB01171
Q99720,DB01577
Q99720,DB04652
Q99720,DB04946
Q99720,DB05422
Q99720,DB06618
Q99720,DB06634
Q99720,DB06735
Q99720,DB08954
Q99720,DB09023
Q99720,DB09193
Q99720,DB11186
Q99720,DB12427
Q99720,DB12465
Q99720,DB12930
Q99720,DB13510
Q99720,DB13552
Q99720,DB14191
Q99720,DB15490
Q99735,DB11831
Q99755,DB02567
Q99755,DB04849
Q99755,DB04868
Q99755,DB05524
Q99755,DB05552
Q99755,DB06195
Q99755,DB06314
Q99755,DB06486
Q99755,DB06616
Q99755,DB06626
Q99755,DB06999
Q99755,DB07159
Q99755,DB08094
Q99755,DB08142
Q99755,DB08568
Q99755,DB08865
Q99755,DB08877
Q99755,DB08916
Q99755,DB09079
Q99755,DB11526
Q99755,DB11663
Q99755,DB11689
Q99755,DB11828
Q99755,DB11958
Q99755,DB12302
Q99755,DB12307
Q99755,DB12429
Q99755,DB12500
Q99755,DB12745
Q99759,DB00317
Q99759,DB00530
Q99759,DB00619
Q99759,DB01254
Q99759,DB01259
Q99759,DB02010
Q99759,DB02567
Q99759,DB03044
Q99759,DB03496
Q99759,DB04849
Q99759,DB04868
Q99759,DB04879
Q99759,DB05294
Q99759,DB05424
Q99759,DB05552
Q99759,DB05575
Q99759,DB05928
Q99759,DB05969
Q99759,DB05984
Q99759,DB06314
Q99759,DB06486
Q99759,DB06589
Q99759,DB06626
Q99759,DB06999
Q99759,DB07138
Q99759,DB07159
Q99759,DB08094
Q99759,DB08142
Q99759,DB08568
Q99759,DB08865
Q99759,DB08877
Q99759,DB08895
Q99759,DB08916
Q99759,DB09079
Q99759,DB11526
Q99759,DB11663
Q99759,DB11689
Q99759,DB11828
Q99759,DB11829
Q99759,DB11958
Q99759,DB12307
Q99759,DB12429
Q99759,DB12500
Q99759,DB12745
Q99759,DB13061
Q99808,DB01073
Q99808,DB02896
Q99808,DB04604
Q99808,DB13715
Q99835,DB00153
Q99835,DB02567
Q99835,DB11886
Q99835,DB12064
Q99835,DB12307
Q99835,DB12655
Q99835,DB12857
Q99835,DB15068
Q99873,DB00118
Q99873,DB01910
Q99873,DB08209
Q99873,DB12418
Q99895,DB00140
Q99895,DB00214
Q99895,DB00244
Q99895,DB00250
Q99895,DB00281
Q99895,DB00291
Q99895,DB00310
Q99895,DB00328
Q99895,DB00338
Q99895,DB00344
Q99895,DB00359
Q99895,DB00382
Q99895,DB00384
Q99895,DB00395
Q99895,DB00440
Q99895,DB00448
Q99895,DB00457
Q99895,DB00499
Q99895,DB00548
Q99895,DB00555
Q99895,DB00564
Q99895,DB00643
Q99895,DB00695
Q99895,DB00698
Q99895,DB00740
Q99895,DB00749
Q99895,DB00792
Q99895,DB00794
Q99895,DB00827
Q99895,DB00861
Q99895,DB00874
Q99895,DB00904
Q99895,DB01041
Q99895,DB01075
Q99895,DB01097
Q99895,DB01138
Q99895,DB01241
Q99895,DB01427
Q99895,DB01438
Q99895,DB04216
Q99895,DB14214
Q99986,DB00317
Q99986,DB00530
Q99986,DB01254
Q99986,DB01268
Q99986,DB01645
Q99986,DB01782
Q99986,DB01950
Q99986,DB02052
Q99986,DB02116
Q99986,DB02424
Q99986,DB02656
Q99986,DB02833
Q99986,DB03365
Q99986,DB03428
Q99986,DB03444
Q99986,DB03758
Q99986,DB03777
Q99986,DB04014
Q99986,DB04216
Q99986,DB04338
Q99986,DB04367
Q99986,DB04462
Q99986,DB04604
Q99986,DB04716
Q99986,DB04879
Q99986,DB06195
Q99986,DB07126
Q99986,DB07352
Q99986,DB07364
Q99986,DB07545
Q99986,DB07664
Q99986,DB07794
Q99986,DB07876
Q99986,DB07995
Q99986,DB08009
Q99986,DB08039
Q99986,DB08162
Q99986,DB08294
Q99986,DB08325
Q99986,DB08399
Q99986,DB08454
Q99986,DB08473
Q99986,DB08756
Q99986,DB11829
Q99986,DB12966
Q99988,DB00586
Q9BPW9,DB00328
Q9BPX1,DB00655
Q9BPX1,DB00783
Q9BQI3,DB00317
Q9BQI3,DB00398
Q9BQI3,DB00530
Q9BQI3,DB00619
Q9BQI3,DB01254
Q9BQI3,DB01259
Q9BQI3,DB01268
Q9BQI3,DB02010
Q9BQI3,DB02567
Q9BQI3,DB03044
Q9BQI3,DB03496
Q9BQI3,DB04849
Q9BQI3,DB04868
Q9BQI3,DB04879
Q9BQI3,DB05294
Q9BQI3,DB05424
Q9BQI3,DB05465
Q9BQI3,DB05552
Q9BQI3,DB05575
Q9BQI3,DB05928
Q9BQI3,DB05969
Q9BQI3,DB05984
Q9BQI3,DB06314
Q9BQI3,DB06486
Q9BQI3,DB06589
Q9BQI3,DB06595
Q9BQI3,DB06616
Q9BQI3,DB06626
Q9BQI3,DB06999
Q9BQI3,DB07138
Q9BQI3,DB07159
Q9BQI3,DB08094
Q9BQI3,DB08142
Q9BQI3,DB08568
Q9BQI3,DB08865
Q9BQI3,DB08877
Q9BQI3,DB08895
Q9BQI3,DB08916
Q9BQI3,DB09079
Q9BQI3,DB11526
Q9BQI3,DB11663
Q9BQI3,DB11689
Q9BQI3,DB11828
Q9BQI3,DB11829
Q9BQI3,DB11958
Q9BQI3,DB12307
Q9BQI3,DB12429
Q9BQI3,DB12500
Q9BQI3,DB12745
Q9BQI3,DB12874
Q9BQI3,DB13061
Q9BR01,DB00279
Q9BR01,DB00451
Q9BR01,DB00655
Q9BR01,DB04417
Q9BRS2,DB02567
Q9BRS2,DB04849
Q9BRS2,DB04868
Q9BRS2,DB05524
Q9BRS2,DB05552
Q9BRS2,DB06195
Q9BRS2,DB06314
Q9BRS2,DB06486
Q9BRS2,DB06616
Q9BRS2,DB06626
Q9BRS2,DB06999
Q9BRS2,DB07159
Q9BRS2,DB08094
Q9BRS2,DB08142
Q9BRS2,DB08568
Q9BRS2,DB08865
Q9BRS2,DB08877
Q9BRS2,DB08916
Q9BRS2,DB09079
Q9BRS2,DB11526
Q9BRS2,DB11663
Q9BRS2,DB11689
Q9BRS2,DB11828
Q9BRS2,DB11958
Q9BRS2,DB12302
Q9BRS2,DB12307
Q9BRS2,DB12429
Q9BRS2,DB12500
Q9BRS2,DB12745
Q9BRX8,DB09053
Q9BUB5,DB00877
Q9BUB5,DB01809
Q9BUB5,DB01950
Q9BUB5,DB02567
Q9BUB5,DB02656
Q9BUB5,DB03693
Q9BUB5,DB04014
Q9BUB5,DB04751
Q9BUB5,DB04849
Q9BUB5,DB04868
Q9BUB5,DB05524
Q9BUB5,DB05552
Q9BUB5,DB06314
Q9BUB5,DB06486
Q9BUB5,DB06616
Q9BUB5,DB06626
Q9BUB5,DB06999
Q9BUB5,DB07101
Q9BUB5,DB07159
Q9BUB5,DB07728
Q9BUB5,DB07731
Q9BUB5,DB07876
Q9BUB5,DB07919
Q9BUB5,DB08039
Q9BUB5,DB08059
Q9BUB5,DB08094
Q9BUB5,DB08142
Q9BUB5,DB08162
Q9BUB5,DB08358
Q9BUB5,DB08568
Q9BUB5,DB08756
Q9BUB5,DB08865
Q9BUB5,DB08877
Q9BUB5,DB08916
Q9BUB5,DB09079
Q9BUB5,DB11526
Q9BUB5,DB11663
Q9BUB5,DB11689
Q9BUB5,DB11828
Q9BUB5,DB11958
Q9BUB5,DB12072
Q9BUB5,DB12302
Q9BUB5,DB12307
Q9BUB5,DB12500
Q9BUB5,DB12745
Q9BUB5,DB13875
Q9BUB5,DB14943
Q9BUB5,DB15219
Q9BV57,DB00323
Q9BV57,DB00494
Q9BVG8,DB06188
Q9BVS4,DB00619
Q9BVS4,DB01259
Q9BVS4,DB01645
Q9BVS4,DB01782
Q9BVS4,DB01950
Q9BVS4,DB02010
Q9BVS4,DB02052
Q9BVS4,DB02116
Q9BVS4,DB02424
Q9BVS4,DB02567
Q9BVS4,DB02656
Q9BVS4,DB02833
Q9BVS4,DB03044
Q9BVS4,DB03365
Q9BVS4,DB03428
Q9BVS4,DB03444
Q9BVS4,DB03496
Q9BVS4,DB03758
Q9BVS4,DB03777
Q9BVS4,DB04014
Q9BVS4,DB04216
Q9BVS4,DB04338
Q9BVS4,DB04367
Q9BVS4,DB04462
Q9BVS4,DB04604
Q9BVS4,DB04716
Q9BVS4,DB04849
Q9BVS4,DB04868
Q9BVS4,DB05294
Q9BVS4,DB05424
Q9BVS4,DB05552
Q9BVS4,DB05575
Q9BVS4,DB05928
Q9BVS4,DB05969
Q9BVS4,DB05984
Q9BVS4,DB06195
Q9BVS4,DB06314
Q9BVS4,DB06486
Q9BVS4,DB06589
Q9BVS4,DB06616
Q9BVS4,DB06626
Q9BVS4,DB06999
Q9BVS4,DB07126
Q9BVS4,DB07138
Q9BVS4,DB07159
Q9BVS4,DB07352
Q9BVS4,DB07364
Q9BVS4,DB07545
Q9BVS4,DB07664
Q9BVS4,DB07794
Q9BVS4,DB07876
Q9BVS4,DB07995
Q9BVS4,DB08009
Q9BVS4,DB08039
Q9BVS4,DB08094
Q9BVS4,DB08142
Q9BVS4,DB08162
Q9BVS4,DB08294
Q9BVS4,DB08325
Q9BVS4,DB08399
Q9BVS4,DB08454
Q9BVS4,DB08473
Q9BVS4,DB08568
Q9BVS4,DB08756
Q9BVS4,DB08865
Q9BVS4,DB08877
Q9BVS4,DB08895
Q9BVS4,DB08916
Q9BVS4,DB09079
Q9BVS4,DB11526
Q9BVS4,DB11663
Q9BVS4,DB11689
Q9BVS4,DB11828
Q9BVS4,DB11958
Q9BVS4,DB12307
Q9BVS4,DB12429
Q9BVS4,DB12500
Q9BVS4,DB12745
Q9BVS4,DB12966
Q9BVS4,DB13061
Q9BWU1,DB02567
Q9BWU1,DB04849
Q9BWU1,DB04868
Q9BWU1,DB05524
Q9BWU1,DB05552
Q9BWU1,DB06195
Q9BWU1,DB06314
Q9BWU1,DB06486
Q9BWU1,DB06616
Q9BWU1,DB06626
Q9BWU1,DB06999
Q9BWU1,DB07159
Q9BWU1,DB07919
Q9BWU1,DB08094
Q9BWU1,DB08142
Q9BWU1,DB08568
Q9BWU1,DB08865
Q9BWU1,DB08877
Q9BWU1,DB08916
Q9BWU1,DB09079
Q9BWU1,DB11526
Q9BWU1,DB11663
Q9BWU1,DB11689
Q9BWU1,DB11828
Q9BWU1,DB11958
Q9BWU1,DB12302
Q9BWU1,DB12307
Q9BWU1,DB12429
Q9BWU1,DB12500
Q9BWU1,DB12745
Q9BX84,DB00317
Q9BX84,DB00398
Q9BX84,DB00530
Q9BX84,DB00619
Q9BX84,DB01254
Q9BX84,DB01259
Q9BX84,DB01268
Q9BX84,DB02010
Q9BX84,DB02567
Q9BX84,DB03044
Q9BX84,DB03496
Q9BX84,DB04849
Q9BX84,DB04868
Q9BX84,DB04879
Q9BX84,DB05294
Q9BX84,DB05424
Q9BX84,DB05465
Q9BX84,DB05552
Q9BX84,DB05575
Q9BX84,DB05928
Q9BX84,DB05969
Q9BX84,DB05984
Q9BX84,DB06314
Q9BX84,DB06486
Q9BX84,DB06589
Q9BX84,DB06595
Q9BX84,DB06616
Q9BX84,DB06626
Q9BX84,DB06999
Q9BX84,DB07138
Q9BX84,DB07159
Q9BX84,DB08094
Q9BX84,DB08142
Q9BX84,DB08568
Q9BX84,DB08865
Q9BX84,DB08877
Q9BX84,DB08895
Q9BX84,DB08916
Q9BX84,DB09079
Q9BX84,DB11526
Q9BX84,DB11663
Q9BX84,DB11689
Q9BX84,DB11828
Q9BX84,DB11829
Q9BX84,DB11958
Q9BX84,DB12307
Q9BX84,DB12429
Q9BX84,DB12500
Q9BX84,DB12745
Q9BX84,DB12874
Q9BX84,DB13061
Q9BXA7,DB00171
Q9BXA7,DB02567
Q9BXA7,DB04849
Q9BXA7,DB04868
Q9BXA7,DB05524
Q9BXA7,DB05552
Q9BXA7,DB06195
Q9BXA7,DB06314
Q9BXA7,DB06486
Q9BXA7,DB06616
Q9BXA7,DB06626
Q9BXA7,DB06999
Q9BXA7,DB07159
Q9BXA7,DB07335
Q9BXA7,DB07854
Q9BXA7,DB07856
Q9BXA7,DB08052
Q9BXA7,DB08053
Q9BXA7,DB08054
Q9BXA7,DB08073
Q9BXA7,DB08094
Q9BXA7,DB08142
Q9BXA7,DB08300
Q9BXA7,DB08568
Q9BXA7,DB08780
Q9BXA7,DB08865
Q9BXA7,DB08877
Q9BXA7,DB08916
Q9BXA7,DB09079
Q9BXA7,DB11526
Q9BXA7,DB11663
Q9BXA7,DB11689
Q9BXA7,DB11775
Q9BXA7,DB11828
Q9BXA7,DB11958
Q9BXA7,DB12302
Q9BXA7,DB12307
Q9BXA7,DB12429
Q9BXA7,DB12500
Q9BXA7,DB12745
Q9BXA7,DB15186
Q9BXC0,DB00627
Q9BXM7,DB11336
Q9BXR0,DB03780
Q9BXR0,DB07704
Q9BY08,DB00675
Q9BY08,DB00831
Q9BY41,DB00313
Q9BY41,DB00482
Q9BY41,DB00530
Q9BY41,DB00694
Q9BY41,DB01096
Q9BY41,DB01259
Q9BY41,DB01924
Q9BY41,DB03568
Q9BY41,DB05482
Q9BY41,DB06819
Q9BY41,DB11891
Q9BY41,DB12174
Q9BY41,DB12382
Q9BY41,DB12847
Q9BY41,DB13346
Q9BY64,DB00624
Q9BY64,DB01726
Q9BY64,DB04417
Q9BY64,DB04573
Q9BYF1,DB15643
Q9BYP7,DB13061
Q9BYT3,DB02567
Q9BYT3,DB04849
Q9BYT3,DB04868
Q9BYT3,DB05524
Q9BYT3,DB05552
Q9BYT3,DB06195
Q9BYT3,DB06314
Q9BYT3,DB06486
Q9BYT3,DB06616
Q9BYT3,DB06626
Q9BYT3,DB06999
Q9BYT3,DB07159
Q9BYT3,DB07835
Q9BYT3,DB08094
Q9BYT3,DB08142
Q9BYT3,DB08568
Q9BYT3,DB08865
Q9BYT3,DB08877
Q9BYT3,DB08916
Q9BYT3,DB09079
Q9BYT3,DB11526
Q9BYT3,DB11663
Q9BYT3,DB11689
Q9BYT3,DB11828
Q9BYT3,DB11958
Q9BYT3,DB12302
Q9BYT3,DB12307
Q9BYT3,DB12429
Q9BYT3,DB12500
Q9BYT3,DB12745
Q9BZ11,DB07145
Q9BZL6,DB02567
Q9BZL6,DB04849
Q9BZL6,DB04868
Q9BZL6,DB05524
Q9BZL6,DB05552
Q9BZL6,DB06195
Q9BZL6,DB06314
Q9BZL6,DB06486
Q9BZL6,DB06616
Q9BZL6,DB06626
Q9BZL6,DB06999
Q9BZL6,DB07159
Q9BZL6,DB07266
Q9BZL6,DB07335
Q9BZL6,DB07854
Q9BZL6,DB07856
Q9BZL6,DB08052
Q9BZL6,DB08053
Q9BZL6,DB08054
Q9BZL6,DB08073
Q9BZL6,DB08094
Q9BZL6,DB08142
Q9BZL6,DB08300
Q9BZL6,DB08568
Q9BZL6,DB08780
Q9BZL6,DB08865
Q9BZL6,DB08877
Q9BZL6,DB08916
Q9BZL6,DB09079
Q9BZL6,DB11526
Q9BZL6,DB11663
Q9BZL6,DB11689
Q9BZL6,DB11828
Q9BZL6,DB11958
Q9BZL6,DB12302
Q9BZL6,DB12307
Q9BZL6,DB12429
Q9BZL6,DB12500
Q9BZL6,DB12745
Q9BZL6,DB15186
Q9BZM1,DB11909
Q9BZM2,DB11909
Q9BZP6,DB00819
Q9BZP6,DB03632
Q9BZP6,DB04628
Q9BZP6,DB11336
Q9BZP6,DB14132
Q9C098,DB02567
Q9C098,DB04849
Q9C098,DB04868
Q9C098,DB05524
Q9C098,DB05552
Q9C098,DB06195
Q9C098,DB06314
Q9C098,DB06486
Q9C098,DB06616
Q9C098,DB06626
Q9C098,DB06999
Q9C098,DB07159
Q9C098,DB08094
Q9C098,DB08142
