drug_id,entrez_id
DB00118,4143
DB00118,4144
DB00118,57412
DB00118,875
DB00119,18
DB00119,23539
DB00119,5091
DB00119,5162
DB00119,5313
DB00119,5315
DB00119,64902
DB00119,6566
DB00119,6567
DB00119,9120
DB00119,9121
DB00119,9122
DB00119,9123
DB00119,9194
DB00120,10056
DB00120,10667
DB00120,2193
DB00120,23428
DB00120,5053
DB00120,6898
DB00120,7054
DB00121,31
DB00121,3141
DB00121,32
DB00121,5091
DB00121,5095
DB00121,5096
DB00121,56922
DB00121,64087
DB00122,162466
DB00122,43
DB00122,5130
DB00122,5337
DB00122,5338
DB00122,590
DB00122,89832
DB00122,9468
DB00123,3735
DB00123,6541
DB00123,6542
DB00123,6545
DB00123,84889
DB00125,113451
DB00125,384
DB00125,435
DB00125,445
DB00125,4843
DB00125,4846
DB00125,6541
DB00125,6545
DB00125,84889
DB00126,10536
DB00126,112398
DB00126,112399
DB00126,121642
DB00126,1621
DB00126,221120
DB00126,5033
DB00126,5066
DB00126,5264
DB00126,5351
DB00126,5352
DB00126,54583
DB00126,54681
DB00126,55214
DB00126,55217
DB00126,55239
DB00126,64175
DB00126,79676
DB00126,8284
DB00126,8424
DB00126,8985
DB00127,153
DB00127,154
DB00127,4953
DB00127,54498
DB00127,6611
DB00127,846
DB00128,10165
DB00128,10606
DB00128,122622
DB00128,1615
DB00128,2805
DB00128,2806
DB00128,4069
DB00128,440
DB00128,443
DB00128,444
DB00128,55157
DB00128,6035
DB00128,6505
DB00128,80150
DB00128,8604
DB00128,95
DB00129,10166
DB00129,2628
DB00129,383
DB00129,384
DB00129,4942
DB00129,4946
DB00129,5009
DB00129,6541
DB00129,6542
DB00129,83884
DB00130,1503
DB00130,2752
DB00130,5471
DB00131,107
DB00131,132
DB00131,1385
DB00131,2180
DB00131,2203
DB00131,3094
DB00131,5142
DB00131,51422
DB00131,5144
DB00131,53632
DB00131,5563
DB00131,5565
DB00131,5571
DB00131,55902
DB00132,3992
DB00132,5465
DB00132,5467
DB00132,5468
DB00132,54898
DB00132,60481
DB00132,6256
DB00132,6546
DB00132,7442
DB00132,9415
DB00132,9971
DB00133,10558
DB00133,10993
DB00133,189
DB00133,6301
DB00133,63826
DB00133,875
DB00133,9517
DB00134,10988
DB00134,23743
DB00134,4548
DB00134,4552
DB00134,635
DB00135,51067
DB00135,6898
DB00135,7054
DB00135,8565
DB00136,3206
DB00136,7421
DB00138,1497
DB00138,23657
DB00139,56670
DB00139,7915
DB00140,55312
DB00140,645
DB00141,2683
DB00141,4669
DB00141,51172
DB00141,55577
DB00141,5973
DB00141,8702
DB00142,
DB00142,10157
DB00142,10404
DB00142,10841
DB00142,116443
DB00142,124454
DB00142,162417
DB00142,18
DB00142,2028
DB00142,2058
DB00142,2346
DB00142,23549
DB00142,2356
DB00142,23657
DB00142,2571
DB00142,2572
DB00142,2677
DB00142,26873
DB00142,27165
DB00142,2729
DB00142,2730
DB00142,2744
DB00142,2746
DB00142,2747
DB00142,2752
DB00142,2805
DB00142,2806
DB00142,2875
DB00142,2890
DB00142,2891
DB00142,2892
DB00142,2893
DB00142,2897
DB00142,2898
DB00142,2899
DB00142,2900
DB00142,2901
DB00142,2902
DB00142,2903
DB00142,2904
DB00142,2905
DB00142,2906
DB00142,2911
DB00142,2914
DB00142,2917
DB00142,2918
DB00142,29968
DB00142,440
DB00142,51166
DB00142,5198
DB00142,55191
DB00142,5832
DB00142,586
DB00142,587
DB00142,6505
DB00142,6506
DB00142,6507
DB00142,6511
DB00142,6512
DB00142,6898
DB00142,84706
DB00142,8833
DB00143,
DB00143,119391
DB00143,1576
DB00143,2098
DB00143,221357
DB00143,231
DB00143,257202
DB00143,2678
DB00143,27306
DB00143,2739
DB00143,2745
DB00143,2876
DB00143,2877
DB00143,2878
DB00143,2879
DB00143,2880
DB00143,2882
DB00143,2936
DB00143,2937
DB00143,2938
DB00143,2939
DB00143,2940
DB00143,2941
DB00143,2944
DB00143,2946
DB00143,2947
DB00143,2948
DB00143,2949
DB00143,2950
DB00143,2952
DB00143,2954
DB00143,3029
DB00143,373156
DB00143,4056
DB00143,4257
DB00143,4258
DB00143,4259
DB00143,4318
DB00143,51022
DB00143,9446
DB00144,10396
DB00144,1608
DB00144,23761
DB00144,55512
DB00144,55627
DB00144,5578
DB00144,81490
DB00144,8527
DB00144,949
DB00144,9791
DB00145,
DB00145,10249
DB00145,116444
DB00145,189
DB00145,211
DB00145,212
DB00145,219970
DB00145,23464
DB00145,2617
DB00145,2628
DB00145,27232
DB00145,2741
DB00145,2742
DB00145,2743
DB00145,2841
DB00145,2903
DB00145,2905
DB00145,2937
DB00145,51268
DB00145,570
DB00145,6470
DB00145,6472
DB00145,64902
DB00145,8001
DB00145,92292
DB00146,7421
DB00147,8566
DB00148,1152
DB00148,1158
DB00148,1160
DB00148,2593
DB00148,548596
DB00148,6535
DB00149,23395
DB00149,51451
DB00149,51520
DB00149,586
DB00149,587
DB00149,9836
DB00150,10352
DB00150,7453
DB00151,1036
DB00151,1491
DB00151,2729
DB00151,2730
DB00151,2805
DB00151,2806
DB00151,2937
DB00151,4255
DB00151,51380
DB00151,79587
DB00151,833
DB00151,875
DB00151,9054
DB00152,27010
DB00153,10368
DB00153,10369
DB00153,27091
DB00153,27092
DB00153,55799
DB00153,59283
DB00153,59284
DB00153,59285
DB00153,7421
DB00153,773
DB00153,774
DB00153,775
DB00153,776
DB00153,777
DB00153,778
DB00153,779
DB00153,781
DB00153,782
DB00153,783
DB00153,784
DB00153,785
DB00153,786
DB00153,8911
DB00153,8912
DB00153,8913
DB00153,9254
DB00153,93589
DB00154,5742
DB00154,5743
DB00155,11240
DB00155,23564
DB00155,23569
DB00155,23576
DB00155,29943
DB00155,353238
DB00155,4842
DB00155,4843
DB00155,4846
DB00155,5009
DB00155,51702
DB00156,6897
DB00156,80222
DB00157,
DB00157,10157
DB00157,1036
DB00157,10797
DB00157,10873
DB00157,1109
DB00157,11112
DB00157,124
DB00157,125
DB00157,126
DB00157,126328
DB00157,127
DB00157,128
DB00157,131
DB00157,1579
DB00157,1586
DB00157,160287
DB00157,1645
DB00157,1646
DB00157,1717
DB00157,1719
DB00157,1727
DB00157,1737
DB00157,1738
DB00157,1962
DB00157,216
DB00157,217
DB00157,218
DB00157,219
DB00157,220
DB00157,221
DB00157,223
DB00157,224
DB00157,231
DB00157,23530
DB00157,2597
DB00157,26227
DB00157,26330
DB00157,2746
DB00157,2747
DB00157,275
DB00157,2819
DB00157,2936
DB00157,29920
DB00157,3028
DB00157,3030
DB00157,3033
DB00157,3156
DB00157,3162
DB00157,3163
DB00157,3248
DB00157,3283
DB00157,3284
DB00157,3290
DB00157,3291
DB00157,3292
DB00157,3293
DB00157,3294
DB00157,3295
DB00157,3419
DB00157,3420
DB00157,3421
DB00157,35
DB00157,3614
DB00157,3615
DB00157,374291
DB00157,3939
DB00157,3945
DB00157,3948
DB00157,4190
DB00157,4191
DB00157,4199
DB00157,4200
DB00157,4329
DB00157,4522
DB00157,4535
DB00157,4536
DB00157,4537
DB00157,4538
DB00157,4539
DB00157,4540
DB00157,4541
DB00157,4694
DB00157,4695
DB00157,4696
DB00157,4697
DB00157,4698
DB00157,4700
DB00157,4701
DB00157,4702
DB00157,4704
DB00157,4705
DB00157,4706
DB00157,4707
DB00157,4708
DB00157,4709
DB00157,4710
DB00157,4711
DB00157,4712
DB00157,4713
DB00157,4714
DB00157,4715
DB00157,4716
DB00157,4717
DB00157,4718
DB00157,4719
DB00157,4720
DB00157,4722
DB00157,4723
DB00157,4724
DB00157,4725
DB00157,4726
DB00157,4728
DB00157,4729
DB00157,4731
DB00157,4835
DB00157,4967
DB00157,501
DB00157,50814
DB00157,51079
DB00157,51478
DB00157,5160
DB00157,5161
DB00157,5162
DB00157,55967
DB00157,56901
DB00157,5831
DB00157,5860
DB00157,5959
DB00157,622
DB00157,6307
DB00157,644
DB00157,645
DB00157,6652
DB00157,7264
DB00157,7299
DB00157,7358
DB00157,7915
DB00157,7923
DB00157,8644
DB00157,8659
DB00157,8854
DB00157,92483
DB00157,9563
DB00158,2348
DB00158,2350
DB00158,2352
DB00159,2182
DB00159,2864
DB00159,3992
DB00159,5465
DB00159,5467
DB00159,5468
DB00159,5742
DB00159,5743
DB00159,6546
DB00159,7442
DB00160,16
DB00160,18
DB00160,189
DB00160,206358
DB00160,23428
DB00160,2875
DB00160,57505
DB00160,64902
DB00160,6509
DB00160,84706
DB00160,85007
DB00160,8942
DB00160,9054
DB00161,5096
DB00161,586
DB00161,7407
DB00162,10901
DB00162,112724
DB00162,145226
DB00162,216
DB00162,220
DB00162,347
DB00162,50700
DB00162,51109
DB00162,54884
DB00162,5730
DB00162,57665
DB00162,5959
DB00162,8854
DB00162,9227
DB00162,9249
DB00163,1606
DB00163,23541
DB00163,240
DB00163,266629
DB00163,284904
DB00163,5515
DB00163,5516
DB00163,5578
DB00163,5579
DB00163,8856
DB00165,8566
DB00166,11019
DB00166,51601
DB00166,8884
DB00167,3376
DB00167,36
DB00167,55699
DB00167,586
DB00167,587
DB00168,7442
DB00168,80834
DB00168,83756
DB00169,7421
DB00170,154807
DB00170,1728
DB00170,2147
DB00170,2158
DB00170,2677
DB00170,4835
DB00170,5624
DB00170,5627
DB00170,632
DB00170,79001
DB00171,10060
DB00171,10188
DB00171,10257
DB00171,107
DB00171,1080
DB00171,10939
DB00171,1244
DB00171,1457
DB00171,1460
DB00171,156
DB00171,157
DB00171,19
DB00171,207
DB00171,2180
DB00171,22978
DB00171,238
DB00171,25
DB00171,269
DB00171,27
DB00171,291
DB00171,317
DB00171,368
DB00171,369
DB00171,4363
DB00171,439
DB00171,440
DB00171,445
DB00171,5032
DB00171,5243
DB00171,5290
DB00171,5536
DB00171,5562
DB00171,55902
DB00171,65061
DB00171,6833
DB00171,84532
DB00171,8647
DB00171,8883
DB00171,90
DB00171,91
DB00171,94
DB00171,9619
DB00172,
DB00172,10105
DB00172,10465
DB00172,10536
DB00172,11212
DB00172,11254
DB00172,112849
DB00172,2058
DB00172,25973
DB00172,29920
DB00172,5033
DB00172,5478
DB00172,5479
DB00172,5480
DB00172,55214
DB00172,5625
DB00172,5831
DB00172,64175
DB00172,65263
DB00172,6534
DB00172,8974
DB00172,9360
DB00173,32
DB00173,353
DB00173,4507
DB00173,52
DB00173,55825
DB00173,6733
DB00174,10991
DB00174,440
DB00174,4677
DB00174,54407
DB00174,55089
DB00174,6510
DB00174,79731
DB00174,80150
DB00174,81539
DB00175,3066
DB00175,3156
DB00176,3757
DB00176,6532
DB00177,185
DB00178,1636
DB00178,623
DB00179,240
DB00179,6462
DB00180,2908
DB00181,2550
DB00181,9568
DB00182,
DB00182,134864
DB00182,146
DB00182,147
DB00182,148
DB00182,150
DB00182,151
DB00182,152
DB00182,153
DB00182,154
DB00182,155
DB00182,1813
DB00182,4128
DB00182,6530
DB00182,6531
DB00182,6532
DB00182,6571
DB00182,9607
DB00183,887
DB00184,1103
DB00184,1135
DB00184,1136
DB00184,1137
DB00184,1138
DB00184,1141
DB00184,1142
DB00184,1143
DB00184,1588
DB00184,55584
DB00184,57053
DB00184,8973
DB00184,89832
DB00185,1128
DB00185,1131
DB00186,2557
DB00186,2559
DB00186,2560
DB00186,2561
DB00186,2562
DB00186,2563
DB00186,2564
DB00186,2568
DB00186,55879
DB00187,153
DB00188,5689
DB00188,5693
DB00189,2554
DB00189,2555
DB00189,2556
DB00189,2557
DB00189,2558
DB00189,2559
DB00189,2560
DB00189,2561
DB00189,2562
DB00189,2563
DB00189,2564
DB00189,2565
DB00189,2566
DB00189,2567
DB00189,2568
DB00189,55879
DB00190,1644
DB00191,4128
DB00191,4129
DB00191,4852
DB00191,6530
DB00191,6531
DB00191,6532
DB00192,6331
DB00193,
DB00193,1128
DB00193,1131
DB00193,116443
DB00193,116444
DB00193,134
DB00193,150
DB00193,151
DB00193,152
DB00193,2902
DB00193,2903
DB00193,2904
DB00193,2905
DB00193,2906
DB00193,3358
DB00193,4985
DB00193,4986
DB00193,4988
DB00193,6326
DB00193,6530
DB00193,6532
DB00193,6869
DB00193,7442
DB00195,153
DB00195,154
DB00197,2030
DB00197,2101
DB00197,2104
DB00197,2182
DB00197,2950
DB00197,5054
DB00197,5465
DB00197,5467
DB00197,5468
DB00198,4758
DB00198,4759
DB00199,2862
DB00199,3757
DB00200,166785
DB00200,25974
DB00200,4548
DB00200,4594
DB00200,6947
DB00200,8029
DB00200,81693
DB00201,10846
DB00201,134
DB00201,135
DB00201,136
DB00201,140
DB00201,27115
DB00201,3708
DB00201,3709
DB00201,3710
DB00201,472
DB00201,50940
DB00201,5136
DB00201,5137
DB00201,5138
DB00201,5139
DB00201,5141
DB00201,5143
DB00201,5145
DB00201,5146
DB00201,5150
DB00201,5151
DB00201,5152
DB00201,5158
DB00201,5290
DB00201,5291
DB00201,5293
DB00201,5591
DB00201,6261
DB00201,8622
DB00202,
DB00202,1128
DB00202,1129
DB00202,1131
DB00202,57053
DB00203,5148
DB00203,5149
DB00203,8654
DB00204,3757
DB00204,3768
DB00204,3776
DB00205,1719
DB00205,3074
DB00206,332
DB00206,6570
DB00206,6571
DB00207,23569
DB00208,64805
DB00209,1128
DB00209,1131
DB00210,2805
DB00210,3725
DB00210,5914
DB00210,5915
DB00210,5916
DB00210,6256
DB00210,6257
DB00210,6258
DB00210,7097
DB00211,146
DB00211,147
DB00211,148
DB00212,5972
DB00213,23576
DB00213,495
DB00214,6557
DB00214,6558
DB00215,3269
DB00215,6532
DB00216,3350
DB00216,3351
DB00216,3352
DB00216,3355
DB00217,150
DB00217,151
DB00217,152
DB00217,153
DB00217,154
DB00217,155
DB00217,3758
DB00218,7153
DB00219,1128
DB00221,153
DB00221,154
DB00222,3758
DB00222,3767
DB00222,6833
DB00223,2908
DB00226,6530
DB00227,3066
DB00227,3156
DB00227,3683
DB00228,10368
DB00228,10369
DB00228,116443
DB00228,116444
DB00228,2554
DB00228,2555
DB00228,2556
DB00228,2557
DB00228,2558
DB00228,2559
DB00228,2560
DB00228,2561
DB00228,2562
DB00228,2563
DB00228,2564
DB00228,2565
DB00228,2566
DB00228,2567
DB00228,2568
DB00228,27032
DB00228,27091
DB00228,27092
DB00228,2741
DB00228,2902
DB00228,2903
DB00228,2904
DB00228,2905
DB00228,2906
DB00228,487
DB00228,55799
DB00228,55879
DB00228,59283
DB00228,59284
DB00228,59285
DB00228,773
DB00228,774
DB00228,775
DB00228,776
DB00228,777
DB00228,778
DB00228,779
DB00228,781
DB00228,782
DB00228,783
DB00228,784
DB00228,785
DB00228,786
DB00228,8911
DB00228,8912
DB00228,8913
DB00228,9254
DB00228,93589
DB00230,781
DB00231,2557
DB00231,2559
DB00231,2560
DB00231,2561
DB00231,2562
DB00231,2563
DB00231,2564
DB00231,2568
DB00231,55879
DB00232,6557
DB00232,759
DB00232,760
DB00232,762
DB00233,1147
DB00233,240
DB00233,30814
DB00233,5743
DB00234,6530
DB00235,5139
DB00237,1135
DB00237,1136
DB00237,1137
DB00237,1138
DB00237,1141
DB00237,1142
DB00237,1143
DB00237,2554
DB00237,2555
DB00237,2556
DB00237,2557
DB00237,2558
DB00237,2559
DB00237,2560
DB00237,2561
DB00237,2562
DB00237,2563
DB00237,2564
DB00237,2565
DB00237,2566
DB00237,2567
DB00237,2568
DB00237,2890
DB00237,2891
DB00237,2892
DB00237,2893
DB00237,2897
DB00237,2898
DB00237,2899
DB00237,2900
DB00237,2901
DB00237,55584
DB00237,55879
DB00237,57053
DB00237,8973
DB00237,89832
DB00239,8856
DB00240,2908
DB00241,1137
DB00241,2560
DB00241,2561
DB00241,2562
DB00241,2563
DB00241,2564
DB00241,2565
DB00241,2566
DB00241,2567
DB00241,2568
DB00241,2891
DB00241,2898
DB00241,55879
DB00241,89832
DB00242,4860
DB00242,50484
DB00242,54107
DB00242,5422
DB00242,5426
DB00242,5427
DB00242,56655
DB00242,6240
DB00242,6241
DB00243,11280
DB00243,146
DB00243,147
DB00243,148
DB00243,153
DB00243,3759
DB00243,3761
DB00243,3768
DB00243,3770
DB00243,55800
DB00243,6323
DB00243,6324
DB00243,6326
DB00243,6327
DB00243,6328
DB00243,6329
DB00243,6330
DB00243,6331
DB00243,6332
DB00243,6334
DB00243,6335
DB00243,6336
DB00243,775
DB00243,776
DB00243,778
DB00243,779
DB00243,782
DB00243,783
DB00243,784
DB00243,785
DB00244,1147
DB00244,240
DB00244,3551
DB00244,4353
DB00244,5468
DB00244,5742
DB00244,5743
DB00245,1128
DB00245,3269
DB00245,6530
DB00245,6531
DB00245,6532
DB00246,1128
DB00246,1129
DB00246,1131
DB00246,1132
DB00246,1133
DB00246,147
DB00246,148
DB00246,150
DB00246,151
DB00246,152
DB00246,170572
DB00246,1812
DB00246,1813
DB00246,1814
DB00246,1815
DB00246,1816
DB00246,200909
DB00246,285242
DB00246,3269
DB00246,3350
DB00246,3351
DB00246,3352
DB00246,3354
DB00246,3356
DB00246,3358
DB00246,3359
DB00246,3361
DB00246,3362
DB00246,3363
DB00246,9177
DB00247,3350
DB00247,3351
DB00247,3354
DB00247,3355
DB00247,3356
DB00247,3357
DB00247,3358
DB00247,3363
DB00248,146
DB00248,147
DB00248,148
DB00248,150
DB00248,151
DB00248,152
DB00248,153
DB00248,154
DB00248,1813
DB00248,1814
DB00248,1815
DB00248,3350
DB00248,3351
DB00248,3352
DB00248,3356
DB00248,3357
DB00248,3358
DB00248,3363
DB00252,2554
DB00252,2555
DB00252,2556
DB00252,2557
DB00252,2558
DB00252,2559
DB00252,2560
DB00252,2561
DB00252,2562
DB00252,2563
DB00252,2564
DB00252,2565
DB00252,2566
DB00252,2567
DB00252,2568
DB00252,3757
DB00252,55879
DB00252,6323
DB00252,6324
DB00252,6326
DB00252,6328
DB00252,6331
DB00252,6334
DB00252,773
DB00252,775
DB00252,776
DB00252,778
DB00252,779
DB00252,782
DB00252,783
DB00252,784
DB00252,785
DB00252,8856
DB00253,2908
DB00255,10499
DB00255,2099
DB00255,2100
DB00255,2101
DB00255,2103
DB00255,2104
DB00255,367
DB00255,6462
DB00255,8856
DB00257,338442
DB00257,3783
DB00257,8856
DB00261,5139
DB00262,2936
DB00264,153
DB00264,154
DB00266,1429
DB00266,1728
DB00266,79001
DB00268,146
DB00268,147
DB00268,148
DB00268,150
DB00268,151
DB00268,152
DB00268,1813
DB00268,1814
DB00268,1815
DB00269,2099
DB00270,775
DB00270,776
DB00270,779
DB00270,781
DB00270,783
DB00270,8912
DB00270,9254
DB00272,3274
DB00273,11280
DB00273,2554
DB00273,2897
DB00273,2898
DB00273,2899
DB00273,2900
DB00273,2901
DB00273,6323
DB00273,6326
DB00273,6328
DB00273,6329
DB00273,6331
DB00273,6332
DB00273,6334
DB00273,6335
DB00273,6336
DB00273,759
DB00273,760
DB00273,761
DB00273,762
DB00273,775
DB00273,776
DB00273,777
DB00273,778
DB00273,779
DB00273,782
DB00273,783
DB00273,784
DB00273,785
DB00275,185
DB00276,213
DB00276,3757
DB00276,5004
DB00276,7153
DB00277,134
DB00277,135
DB00277,136
DB00277,142
DB00277,23420
DB00277,26140
DB00277,3066
DB00277,5139
DB00277,5141
DB00277,5142
DB00277,79608
DB00277,81502
DB00277,8654
DB00277,8904
DB00278,2147
DB00279,5111
DB00279,7067
DB00279,7068
DB00280,1128
DB00280,1129
DB00280,1131
DB00280,3751
DB00280,3752
DB00280,3757
DB00280,5005
DB00280,6331
DB00281,1956
DB00281,5004
DB00281,5005
DB00281,6329
DB00281,6331
DB00281,6335
DB00281,6336
DB00282,2224
DB00282,836
DB00282,842
DB00282,9453
DB00283,3269
DB00284,2548
DB00284,279
DB00284,6476
DB00284,8972
DB00285,6530
DB00285,6531
DB00285,6532
DB00286,2099
DB00286,2100
DB00287,5737
DB00288,2908
DB00288,301
DB00289,116443
DB00289,116444
DB00289,2902
DB00289,2903
DB00289,2904
DB00289,2905
DB00289,2906
DB00289,3760
DB00289,4986
DB00289,6530
DB00289,6532
DB00290,3978
DB00290,3980
DB00292,151
DB00292,2555
DB00292,2556
DB00292,2557
DB00292,2558
DB00292,2559
DB00292,2560
DB00292,2561
DB00292,2562
DB00292,2563
DB00292,2564
DB00292,2565
DB00292,2566
DB00292,2567
DB00292,2568
DB00292,55879
DB00293,2356
DB00293,7298
DB00294,5241
DB00295,23643
DB00295,4985
DB00295,4986
DB00295,4988
DB00296,6336
DB00297,5731
DB00297,6336
DB00298,146
DB00298,147
DB00298,148
DB00302,5340
DB00304,2099
DB00304,5241
DB00306,1137
DB00306,2560
DB00306,2561
DB00306,2562
DB00306,2563
DB00306,2564
DB00306,2565
DB00306,2566
DB00306,2567
DB00306,2568
DB00306,2891
DB00306,2898
DB00306,55879
DB00306,89832
DB00307,6256
DB00307,6257
DB00307,6258
DB00308,3757
DB00308,3767
DB00308,3775
DB00308,775
DB00308,781
DB00308,782
DB00308,786
DB00308,81033
DB00308,90134
DB00308,9424
DB00309,81027
DB00310,6557
DB00310,759
DB00311,759
DB00311,760
DB00311,761
DB00311,762
DB00311,766
DB00312,1137
DB00312,116443
DB00312,116444
DB00312,2560
DB00312,2561
DB00312,2562
DB00312,2563
DB00312,2564
DB00312,2565
DB00312,2566
DB00312,2567
DB00312,2568
DB00312,2891
DB00312,2898
DB00312,2902
DB00312,2903
DB00312,2904
DB00312,2905
DB00312,2906
DB00312,55879
DB00312,8856
DB00312,89832
DB00313,11280
DB00313,3066
DB00313,36
DB00313,4967
DB00313,5465
DB00313,5467
DB00313,5468
DB00313,55800
DB00313,6323
DB00313,6324
DB00313,6326
DB00313,6327
DB00313,6328
DB00313,6329
DB00313,6330
DB00313,6331
DB00313,6332
DB00313,6334
DB00313,6335
DB00313,6336
DB00313,7915
DB00313,9734
DB00315,3350
DB00315,3351
DB00315,3352
DB00315,3354
DB00315,3355
DB00315,3356
DB00315,3357
DB00315,3363
DB00316,10728
DB00316,5742
DB00316,5743
DB00316,7442
DB00317,1956
DB00318,4985
DB00318,4986
DB00318,4988
DB00320,150
DB00320,3351
DB00320,3352
