	drug_id	protein_ac
22567	DB12010	P53350
22568	DB12010	Q9NYY3
22569	DB12010	Q9H4B4
22570	DB12010	O00444
22571	DB12010	Q13131
22572	DB12010	P54646
22573	DB12010	Q9Y478
22574	DB12010	O43741
22575	DB12010	P54619
22576	DB12010	Q9UGJ0
22577	DB12010	Q9UGI9
22578	DB12010	P22694
22579	DB12010	Q05655
22580	DB12010	Q02156
22581	DB12010	P05129
22582	DB12010	P41743
22583	DB12010	Q04759
22584	DB12010	Q15139
22585	DB12010	Q13237
22586	DB12010	Q13523
22587	DB12010	Q05397
22588	DB12010	Q14289
22589	DB12010	Q13882
22590	DB12010	P04049
22591	DB12010	P07949
22592	DB12010	Q9BRS2
22593	DB12010	Q9BVS4
22594	DB12010	O14730
22595	DB12010	Q13546
22596	DB12010	O43353
22597	DB12010	P57078
22598	DB12010	O75116
22599	DB12010	P08922
22600	DB12010	Q15418
22601	DB12010	P51812
22602	DB12010	Q52WX2
22603	DB12010	P0C264
22604	DB12010	Q96BR1
22605	DB12010	P57059
22606	DB12010	Q9H0K1
22607	DB12010	Q9H2G2
22608	DB12010	Q9NRH2
22609	DB12010	P12931
22610	DB12010	Q9H3Y6
22611	DB12010	O94804
22612	DB12010	O75716
22613	DB12010	Q9UEE5
22614	DB12010	O94768
22615	DB12010	Q8WU08
22616	DB12015	P42336
22617	DB12023	Q01344
22618	DB12023	P08637
22619	DB12061	P14416
22620	DB12061	P35462
22621	DB12061	P21917
22622	DB12061	P08908
22623	DB12077	Q07011
22624	DB12093	P21728
22625	DB12093	P14416
22626	DB12095	Q8IWU9
22627	DB12095	P17752
22628	DB12110	P28335
22629	DB12116	P35869
22630	DB12116	P26358
22631	DB12116	Q86XF0
22632	DB12118	P27037
22633	DB12119	P01584
22634	DB12128	Q92847
22635	DB12129	P49841
22636	DB12130	Q9UM73
22637	DB12140	P01375
22638	DB12140	P01584
22639	DB12140	P05231
22640	DB12141	P36888
22641	DB12141	P08908
22642	DB12141	P28222
22643	DB12141	P28221
22644	DB12141	P28566
22645	DB12141	P30939
22646	DB12141	P28223
22647	DB12141	P41595
22648	DB12141	P28335
22649	DB12141	P46098
22650	DB12141	O95264
22651	DB12141	Q8WXA8
22652	DB12141	Q70Z44
22653	DB12141	A5X5Y0
22654	DB12141	Q13639
22655	DB12141	P50406
22656	DB12141	P34969
22657	DB12141	P30530
22658	DB12141	Q9UM73
22659	DB12147	P11362
22660	DB12147	P21802
22661	DB12147	P22607
22662	DB12147	P22455
22663	DB12147	O43519
22664	DB12147	P07333
22665	DB12147	P16234
22666	DB12147	P09619
22667	DB12147	P10721
22668	DB12147	P35968
22669	DB12159	P24394
22670	DB12161	Q05940
22671	DB12163	P28335
22672	DB12163	P28223
22673	DB12163	P41595
22674	DB12177	P28223
22675	DB12177	P28335
22676	DB12191	P10415
22677	DB12200	P08581
22678	DB12202	P00533
22679	DB12228	P06881
22680	DB12228	P10092
22681	DB12228	Q16602
22682	DB12240	P40259
22683	DB12248	P07550
22684	DB12250	P08069
22685	DB12267	Q9UM73
22686	DB12267	P00533
22687	DB12267	P00519
22688	DB12267	P08069
22689	DB12267	P36888
22690	DB12267	P06213
22691	DB12267	P08581
22692	DB12267	Q15303
22693	DB12267	P04626
22694	DB12267	P08922
22695	DB12271	P15169
22696	DB12271	P22792
22697	DB12278	P11229
22698	DB12278	P08172
22699	DB12278	P20309
22700	DB12278	P08173
22701	DB12278	P08912
22702	DB12278	Q13936
22703	DB12278	P35348
22704	DB12285	P56817
22705	DB12305	Q01959
22706	DB12305	P31645
22707	DB12305	P23975
22708	DB12307	P14210
22709	DB12307	P35968
22710	DB12319	P11712
22711	DB12319	P33261
22712	DB12319	P41595
22713	DB12319	P0DMS8
22714	DB12319	P27815
22715	DB12319	Q16539
22716	DB12319	P28482
22717	DB12319	P33527
22718	DB12319	Q04828
22719	DB12319	Q96S37
22720	DB12323	P00519
22721	DB12328	P35869
22722	DB12332	P09874
22723	DB12332	Q9UGN5
22724	DB12332	Q9Y6F1
22725	DB12332	Q9UKK3
22726	DB12332	O95271
22727	DB12332	Q9H2K2
22728	DB12332	Q53GL7
22729	DB12332	Q9H0J9
22730	DB12332	Q460N5
22731	DB12332	Q460N3
22732	DB12334	Q9H4B7
22733	DB12334	P07437
22734	DB12339	Q9P2E9
22735	DB12339	Q9Y221
22736	DB12340	P10415
22737	DB12340	Q92843
22738	DB12340	Q92934
22739	DB12364	P00742
22740	DB12364	Q12809
22741	DB12371	Q9H228
22742	DB12371	P21453
22743	DB12379	P04798
22744	DB12379	P35869
22745	DB12418	P07451
22746	DB12436	P25103
22747	DB12442	P07900
22748	DB12445	P23219
22749	DB12450	P03372
22750	DB12458	P14867
22751	DB12458	P28472
22752	DB12458	P18507
22753	DB12465	P28223
22754	DB12465	P35367
22755	DB12465	P30939
22756	DB12465	P18089
22757	DB12465	P35348
22758	DB12465	P35368
22759	DB12465	P25100
22760	DB12465	P21728
22761	DB12465	P21918
22762	DB12465	P47898
22763	DB12465	Q05940
22764	DB12465	Q12809
22765	DB12465	P08913
22766	DB12465	P0DMS8
22767	DB12465	P50406
22768	DB12465	P14416
22769	DB12465	P21917
22770	DB12465	P28222
22771	DB12465	P28221
22772	DB12465	Q99720
22773	DB12465	P08908
22774	DB12465	P54219
22775	DB12465	P34969
22776	DB12465	P41595
22777	DB12465	P28335
22778	DB12478	P14416
22779	DB12478	P35462
22780	DB12478	P35368
22781	DB12478	P25100
22782	DB12478	P18089
22783	DB12478	P18825
22784	DB12478	P08913
22785	DB12478	P21917
22786	DB12478	P08908
22787	DB12478	P35348
22788	DB12478	P41595
22789	DB12483	P42336
22790	DB12483	O00329
22791	DB12483	P42338
22792	DB12483	P48736
22793	DB12498	P61073
22794	DB12498	P51679
22795	DB12518	P14416
22796	DB12520	P41597
22797	DB12532	P01350
22798	DB12532	P35498
22799	DB12532	Q99250
22800	DB12532	Q9NY46
22801	DB12548	P01019
22802	DB12548	P25101
22803	DB12555	P28223
22804	DB12565	Q13547
22805	DB12569	P30542
22806	DB12579	P14416
22807	DB12582	O75469
22808	DB12589	P25942
22809	DB12598	P00734
22810	DB12598	P00742
22811	DB12598	P00748
22812	DB12598	P07477
22813	DB12598	P06870
22814	DB12598	P05362
22815	DB12598	P05981
22816	DB12598	Q04756
22817	DB12598	P00747
22818	DB12598	P00736
22819	DB12598	P09871
22820	DB12598	Q16515
22821	DB12598	P78348
22822	DB12598	Q9UHC3
22823	DB12598	Q15661
22824	DB12598	Q9Y5Y6
22825	DB12610	P34913
22826	DB12637	P04150
22827	DB12637	Q6QNK2
22828	DB12651	Q14790
22829	DB12662	P37231
22830	DB12670	P30542
22831	DB12688	P20273
22832	DB12688	P13639
22833	DB12693	P28223
22834	DB12695	P62736
22835	DB12695	P60709
22836	DB12695	P06576
22837	DB12695	P56385
22838	DB12695	O75964
22839	DB12695	O43169
22840	DB12695	Q9NR28
22841	DB12695	Q8TF61
22842	DB12695	P52597
22843	DB12695	P61978
22844	DB12695	P34932
22845	DB12695	P04792
22846	DB12695	P61604
22847	DB12695	Q92598
22848	DB12695	P03886
22849	DB12695	Q9Y266
22850	DB12695	Q13219
22851	DB12695	P25788
22852	DB12695	P17980
22853	DB12695	P43487
22854	DB12695	P60903
22855	DB12695	Q12874
22856	DB12695	Q969G3
22857	DB12695	Q96I99
22858	DB12695	O43399
22859	DB12695	P09493
22860	DB12695	P06753
22861	DB12695	P67936
22862	DB12695	Q71U36
22863	DB12695	P68366
22864	DB12695	Q9H4B7
22865	DB12695	Q13885
22866	DB12695	Q13509
22867	DB12695	P68371
22868	DB12695	P10599
22869	DB12695	P09936
22870	DB12695	P54578
22871	DB12695	P55072
22872	DB12695	P08670
22873	DB12695	P31946
22874	DB12695	P62258
22875	DB12695	Q04917
22876	DB12695	P27348
22877	DB12695	P63104
22878	DB12698	P01730
22879	DB12698	P51681
22880	DB12698	P61073
22881	DB12702	Q13639
22882	DB12731	P43490
22883	DB12733	P41594
22884	DB12742	P10721
22885	DB12742	P08581
22886	DB12742	P07949
22887	DB12742	P16234
22888	DB12742	P36888
22889	DB12742	Q06609
22890	DB12747	O14746
22891	DB12773	P01563
22892	DB12783	P20711
22893	DB12783	Q92731
22894	DB12783	Q9UBE0
22895	DB12783	Q9UBT2
22896	DB12789	Q9Y5Y4
22897	DB12789	P43116
22898	DB12789	P21731
22899	DB12789	Q13258
22900	DB12789	P35408
22901	DB12789	P34995
22902	DB12789	P43088
22903	DB12789	P43115
22904	DB12831	P03952
22905	DB12831	P00734
22906	DB12831	P00747
22907	DB12831	O15244
22908	DB12831	Q86VL8
22909	DB12831	Q96FL8
22910	DB12831	Q15661
22911	DB12836	P35408
22912	DB12845	Q13421
22913	DB12865	P41180
22914	DB12872	P00451
22915	DB12872	P02452
22916	DB12874	P36888
22917	DB12887	Q15910
22918	DB12890	P21728
22919	DB12960	P51681
22920	DB12961	Q15722
22921	DB12961	Q9NPC1
22922	DB12961	Q07869
22923	DB12965	Q14872
22924	DB12965	P0DM35
22925	DB12965	P04731
22926	DB12965	P07438
22927	DB12965	P04732
22928	DB12965	P04733
22929	DB12965	P13640
22930	DB12965	P80294
22931	DB12965	Q93083
22932	DB12965	Q8N339
22933	DB12965	P80297
22934	DB12965	P02795
22935	DB12965	P25713
22936	DB12965	P47944
22937	DB12965	A1L3X4
22938	DB12965	Q9Y4I5
22939	DB12965	P00450
22940	DB12965	P02768
22941	DB12965	P01023
22942	DB13003	P04150
22943	DB13014	P08263
22944	DB13014	P09211
22945	DB13025	P14416
22946	DB13025	P35462
22947	DB13025	P08908
22948	DB13025	P28222
22949	DB13025	P28221
22950	DB13025	P28566
22951	DB13025	P30939
22952	DB13025	P28223
22953	DB13025	P41595
22954	DB13025	P28335
22955	DB13025	P46098
22956	DB13025	O95264
22957	DB13025	Q8WXA8
22958	DB13025	Q70Z44
22959	DB13025	A5X5Y0
22960	DB13025	Q13639
22961	DB13025	P50406
22962	DB13025	P34969
22963	DB13025	P35348
22964	DB13025	P35368
22965	DB13025	P25100
22966	DB13025	P08913
22967	DB13025	P18089
22968	DB13025	P18825
22969	DB13025	P21917
22970	DB13036	Q9Y5Y4
22971	DB13036	Q13258
22972	DB13036	P21731
22973	DB13044	Q07817
22974	DB13044	P52732
22975	DB13044	P10415
22976	DB13044	P15121
22977	DB13044	Q92843
22978	DB13044	Q07820
22979	DB13044	P03372
22980	DB13044	P29372
22981	DB13061	O14965
22982	DB13074	Q92847
22983	DB13083	O43174
22984	DB13125	P40238
22985	DB13133	P00451
22986	DB13133	P02452
22987	DB13139	P07550
22988	DB13144	Q99062
22989	DB13146	Q15758
22990	DB13146	Q9UM01
22991	DB13146	Q8WY07
22992	DB13146	Q05586
22993	DB13146	Q12879
22994	DB13146	Q13224
22995	DB13146	Q14957
22996	DB13146	O15399
22997	DB13146	Q8TCU5
22998	DB13146	O60391
22999	DB13146	P42261
23000	DB13146	P42262
23001	DB13146	P42263
23002	DB13146	P48058
23003	DB13149	P12259
23004	DB13149	P00742
23005	DB13149	P04070
23006	DB13150	P13726
23007	DB13150	P00742
23008	DB13150	P00740
23009	DB13151	P00742
23010	DB13151	P00734
23011	DB13151	P02671
23012	DB13151	P02675
23013	DB13151	P00488
23014	DB13151	P12259
23015	DB13151	P00451
23016	DB13151	P08709
23017	DB13152	P00742
23018	DB13152	P03951
23019	DB13152	P08709
23020	DB13152	P00451
23021	DB13152	P00734
23022	DB13152	Q07954
23023	DB13152	P38435
23024	DB13154	P35499
23025	DB13155	P10275
23026	DB13158	P04150
23027	DB13161	B4DP61
23028	DB13164	P00533
23029	DB13165	Q13464
23030	DB13165	O75116
23031	DB13166	P12821
23032	DB13167	P35354
23033	DB13167	P23219
23034	DB13170	P33402
23035	DB13170	P25092
23036	DB13170	P01375
23037	DB13173	P11717
23038	DB13174	Q13133
23039	DB13174	P55055
23040	DB13174	P09917
23041	DB13179	O75469
23042	DB13191	Q14353
23043	DB13191	P48029
23044	DB13191	P06732
23045	DB13191	P12532
23046	DB13191	P17540
23047	DB13191	P12277
23048	DB13192	P00740
23049	DB13192	P00742
23050	DB13200	Q99062
23051	DB13269	P35498
23052	DB13269	Q9Y5Y9
23053	DB13269	Q9UI33
23054	DB13269	Q99250
23055	DB13269	Q9NY46
23056	DB13269	P35499
23057	DB13269	Q14524
23058	DB13269	Q01118
23059	DB13269	Q9UQD0
23060	DB13269	Q15858
23061	DB13269	Q07699
23062	DB13269	O60939
23063	DB13269	Q9NY72
23064	DB13269	Q8IWT1
23065	DB13345	P08908
23066	DB13345	P28222
23067	DB13345	P28221
23068	DB13345	P28566
23069	DB13345	P30939
23070	DB13345	P28223
23071	DB13345	P41595
23072	DB13345	P28335
23073	DB13345	P46098
23074	DB13345	O95264
23075	DB13345	Q8WXA8
23076	DB13345	Q70Z44
23077	DB13345	A5X5Y0
23078	DB13345	Q13639
23079	DB13345	P50406
23080	DB13345	P34969
23081	DB13345	P08588
23082	DB13345	P07550
23083	DB13345	P13945
23084	DB13345	P35348
23085	DB13345	P35368
23086	DB13345	P25100
23087	DB13345	P08913
23088	DB13345	P18089
23089	DB13345	P18825
23090	DB13345	P21728
23091	DB13345	P21918
23092	DB13345	P14416
23093	DB13345	P35462
23094	DB13345	P21917
23095	DB13346	P23219
23096	DB13346	P35354
23097	DB13346	Q9UBN7
23098	DB13346	Q969S8
23099	DB13501	P23219
23100	DB13501	P35354
23101	DB13503	P22303
23102	DB13520	Q99250
23103	DB13520	P28221
23104	DB13520	P50406
23105	DB13520	P28566
23106	DB13520	P41595
23107	DB13520	P28223
23108	DB13520	P28222
23109	DB13520	P30939
23110	DB13520	P47898
23111	DB13520	P21728
23112	DB13520	P14416
23113	DB13520	P08913
23114	DB13520	P31645
23115	DB13520	P23975
23116	DB13520	P18089
23117	DB13520	P35462
23118	DB13520	P35367
23119	DB13520	P25021
23120	DB13520	P18825
23121	DB13520	Q01959
23122	DB13520	P10635
23123	DB13520	P25100
23124	DB13520	P22303
23125	DB13520	P21452
23126	DB13520	P08908
23127	DB13520	P28335
23128	DB13520	P34969
23129	DB13581	P11229
23130	DB13581	P08172
23131	DB13581	P20309
23132	DB13581	P08173
23133	DB13581	P08912
23134	DB13615	O00206
23135	DB13615	Q9HC29
23136	DB13720	P20309
23137	DB13746	O43497
23138	DB13746	O95180
23139	DB13746	Q9P0X4
23140	DB13746	O00555
23141	DB13746	Q13936
23142	DB13746	Q01668
23143	DB13746	O60840
23144	DB13746	Q13698
23145	DB13746	Q02641
23146	DB13746	Q08289
23147	DB13746	P54284
23148	DB13746	O00305
23149	DB13751	P28845
23150	DB13751	P01375
23151	DB13751	P42574
23152	DB13751	Q00653
23153	DB13751	P19838
23154	DB13751	P06858
23155	DB13781	P08588
23156	DB13781	P07550
23157	DB13781	P13945
23158	DB13783	P23219
23159	DB13783	P35354
23160	DB13800	P0DP23
23161	DB13800	P31415
23162	DB13800	P22676
23163	DB13857	P06401
23164	DB13867	P04150
23165	DB13867	P06401
23166	DB13867	P47712
23167	DB13867	P08235
23168	DB13869	Q92731
23169	DB13869	P03372
23170	DB13872	P47869
23171	DB13872	P18507
23172	DB13872	P34903
23173	DB13872	P31644
23174	DB13872	P14867
23175	DB13873	Q07869
23176	DB13873	O43923
23177	DB13873	P37231
23178	DB13873	Q03181
23179	DB13873	O75469
23180	DB13873	P23975
23181	DB13873	P28223
23182	DB13873	P28335
23183	DB13873	P35462
23184	DB13873	P13945
23185	DB13873	Q01959
23186	DB13873	P0DMS8
23187	DB13873	P22303
23188	DB13873	P12104
23189	DB13874	P48735
23190	DB13875	P50135
23191	DB13876	P21397
23192	DB13877	P09874
23193	DB13881	P15391
23194	DB13884	P00742
23195	DB13893	O15496
23196	DB13894	O15496
23197	DB13914	Q12908
23198	DB13915	P15391
23199	DB13919	P30556
23200	DB13919	P0DMS8
23201	DB13919	P18089
23202	DB13919	P11712
23203	DB13919	P23975
23204	DB13919	P24557
23205	DB13919	P13945
23206	DB13919	P00533
23207	DB13919	P04626
23208	DB13919	P08684
23209	DB13923	P00740
23210	DB13923	P00742
23211	DB13925	P30874
23212	DB13926	P04629
23213	DB13926	P08138
23214	DB13928	P43220
23215	DB13929	P30559
23216	DB13929	P37288
23217	DB13930	P27361
23218	DB13930	P28482
23219	DB13931	Q13464
23220	DB13931	O75116
23221	DB13932	Q16518
23222	DB13933	P08709
23223	DB13933	P00451
23224	DB13933	P00742
23225	DB13934	P10275
23226	DB13940	P28223
23227	DB13940	P28335
23228	DB13943	P10275
23229	DB13943	P03372
23230	DB13943	P08235
23231	DB13944	P10275
23232	DB13944	P03372
23233	DB13944	P08235
23234	DB13946	P10275
23235	DB13946	P03372
23236	DB13946	P08235
23237	DB13948	P28223
23238	DB13949	P02786
23239	DB13951	P10275
23240	DB13951	P14061
23241	DB13951	P03372
23242	DB13951	P08235
23243	DB13952	P03372
23244	DB13952	O75469
23245	DB13952	Q92731
23246	DB13952	P43681
23247	DB13952	Q15596
23248	DB13952	Q99527
23249	DB13952	P00846
23250	DB13952	Q14457
23251	DB13952	P37059
23252	DB13952	P62508
23253	DB13953	P03372
23254	DB13953	O75469
23255	DB13953	Q92731
23256	DB13953	P43681
23257	DB13953	Q15596
23258	DB13953	Q99527
23259	DB13953	P00846
23260	DB13953	Q14457
23261	DB13953	P37059
23262	DB13953	P62508
23263	DB13954	P03372
23264	DB13954	O75469
23265	DB13954	Q92731
23266	DB13954	P43681
23267	DB13954	Q15596
23268	DB13954	Q99527
23269	DB13954	P00846
23270	DB13954	Q14457
23271	DB13954	P37059
23272	DB13954	P62508
23273	DB13955	P03372
23274	DB13955	O75469
23275	DB13955	Q92731
23276	DB13955	P43681
23277	DB13955	Q15596
23278	DB13955	Q99527
23279	DB13955	P00846
23280	DB13955	Q14457
23281	DB13955	P37059
23282	DB13955	P62508
23283	DB13956	P03372
23284	DB13956	O75469
23285	DB13956	Q92731
23286	DB13956	P43681
23287	DB13956	Q15596
23288	DB13956	Q99527
23289	DB13956	P00846
23290	DB13956	Q14457
23291	DB13956	P37059
23292	DB13956	P62508
23293	DB13961	Q96PD7
23294	DB13961	P35354
23295	DB13961	Q5NUL3
23296	DB13961	Q13936
23297	DB13961	Q01668
23298	DB13961	O60840
23299	DB13961	Q13698
23300	DB13961	Q02641
23301	DB13961	Q08289
23302	DB13961	P54284
23303	DB13961	O00305
23304	DB13961	Q00653
23305	DB13961	P19838
23306	DB13961	P36956
23307	DB13961	Q07869
23308	DB13961	P37231
23309	DB13961	Q03181
23310	DB13967	P02768
23311	DB13978	Q96EB6
23312	DB13979	Q14081
23313	DB13983	P14867
23314	DB13983	P47869
23315	DB13983	P34903
23316	DB13983	P48169
23317	DB13983	P31644
23318	DB13983	Q16445
23319	DB13983	Q8N1C3
23320	DB13983	P18507
23321	DB13983	Q99928
23322	DB13985	P30874
23323	DB13985	P30872
23324	DB13985	P32745
23325	DB13985	P31391
23326	DB13985	P35346
23327	DB13988	P34969
23328	DB13994	P34903
23329	DB13994	P47869
23330	DB13995	P02792
23331	DB13995	P02794
23332	DB13995	P69905
23333	DB13995	P68871
23334	DB13996	P05023
23335	DB13998	P00742
23336	DB13998	O14832
23337	DB13998	P00740
23338	DB13998	P07307
23339	DB13998	P11021
23340	DB13998	P27797
23341	DB13998	P27824
23342	DB13998	P49257
23343	DB13998	Q07954
23344	DB13998	Q8NI22
23345	DB13998	P04275
23346	DB13999	P00742
23347	DB13999	O14832
23348	DB13999	P00740
23349	DB13999	P07307
23350	DB13999	P11021
23351	DB13999	P27797
23352	DB13999	P27824
23353	DB13999	P49257
23354	DB13999	Q07954
23355	DB13999	Q8NI22
23356	DB13999	P04275
23357	DB14001	Q9UDX3
23358	DB14001	Q9UDX4
23359	DB14001	O76054
23360	DB14001	O75469
23361	DB14001	P05771
23362	DB14001	P09917
23363	DB14001	P17252
23364	DB14001	P23743
23365	DB14001	P62714
23366	DB14001	P67775
23367	DB14002	Q9UDX3
23368	DB14002	Q9UDX4
23369	DB14002	O76054
23370	DB14002	O75469
23371	DB14002	P05771
23372	DB14002	P09917
23373	DB14002	P17252
23374	DB14002	P23743
23375	DB14002	P62714
23376	DB14002	P67775
23377	DB14004	P29460
23378	DB14004	Q9NPF7
23379	DB14006	Q9Y5K3
23380	DB14006	P22303
23381	DB14006	P49585
23382	DB14006	O14939
23383	DB14006	P06276
23384	DB14006	Q13393
23385	DB14006	Q8TCT1
23386	DB14006	P36544
23387	DB14009	P21554
23388	DB14009	P34972
23389	DB14009	P47775
23390	DB14009	P23415
23391	DB14009	P48167
23392	DB14009	O75311
23393	DB14009	Q14330
23394	DB14009	Q9Y2T6
23395	DB14009	P08908
23396	DB14009	P28223
23397	DB14009	P36544
23398	DB14009	P41143
23399	DB14009	P35372
23400	DB14009	P37231
23401	DB14009	Q8NER1
23402	DB14009	O43497
23403	DB14009	O95180
23404	DB14009	Q9P0X4
23405	DB14009	O75762
23406	DB14009	Q7Z2W7
23407	DB14009	Q9Y5S1
23408	DB14009	Q8NET8
23409	DB14009	Q9HBA0
23410	DB14009	P21796
23411	DB14010	P08908
23412	DB14010	P28223
23413	DB14011	P21554
23414	DB14011	P34972
23415	DB14011	P47775
23416	DB14011	P23415
23417	DB14011	P48167
23418	DB14011	O75311
23419	DB14011	Q14330
23420	DB14011	Q9Y2T6
23421	DB14011	P08908
23422	DB14011	P28223
23423	DB14011	P36544
23424	DB14011	P41143
23425	DB14011	P35372
23426	DB14011	P37231
23427	DB14011	Q8NER1
23428	DB14011	O43497
23429	DB14011	O95180
23430	DB14011	Q9P0X4
23431	DB14011	O75762
23432	DB14011	Q7Z2W7
23433	DB14011	Q9Y5S1
23434	DB14011	Q8NET8
23435	DB14011	Q9HBA0
23436	DB14011	P21796
23437	DB14012	Q7Z4T2
23438	DB14013	P20393
23439	DB14013	Q14995
23440	DB14014	Q14995
23441	DB14014	P20393
23442	DB14017	O75533
23443	DB14034	P37231
23444	DB14039	Q16602
23445	DB14040	P06881
23446	DB14040	P10092
23447	DB14041	P06881
23448	DB14041	P10092
23449	DB14042	P06881
23450	DB14042	P10092
23451	DB14050	Q8NER1
23452	DB14050	Q9Y5S1
23453	DB14050	O75762
23454	DB14050	F5GY58
23455	DB14059	Q00653
23456	DB14059	P19838
23457	DB14059	Q04206
23458	DB14061	P08183
23459	DB14062	P08183
23460	DB14063	P08183
23461	DB14064	P08183
23462	DB14065	P08183
23463	DB14066	P08183
23464	DB14067	Q2M3G0
23465	DB14067	P08183
23466	DB14068	P08183
23467	DB14069	P08183
23468	DB14070	P08183
23469	DB14071	P08183
23470	DB14072	P08183
23471	DB14132	P29274
23472	DB14146	P35372
23473	DB14146	P41143
23474	DB14146	P41145
23475	DB14185	P14416
23476	DB14185	P08908
23477	DB14185	P28223
23478	DB14185	P28222
23479	DB14185	P28221
23480	DB14185	P28566
23481	DB14185	P21728
23482	DB14185	P21918
23483	DB14185	P35462
23484	DB14185	P21917
23485	DB14185	P28335
23486	DB14185	P46098
23487	DB14185	P50406
23488	DB14185	P34969
23489	DB14185	P35367
23490	DB14185	P35348
23491	DB14185	P35368
23492	DB14185	P08913
23493	DB14185	P18089
23494	DB14185	P18825
23495	DB14185	P11229
23496	DB14185	P08172
23497	DB14185	P20309
23498	DB14185	P08173
23499	DB14185	P08912
23500	DB14481	P41180
23501	DB14481	P27797
23502	DB14481	Q99828
23503	DB14481	O75340
23504	DB14481	P30626
23505	DB14481	Q99653
23506	DB14481	P09486
23507	DB14481	P27824
23508	DB14481	P35556
23509	DB14481	P04271
23510	DB14481	O14958
23511	DB14481	Q15493
23512	DB14481	Q9UBV8
23513	DB14481	P06703
23514	DB14481	P13693
23515	DB14481	O75838
23516	DB14481	Q99584
23517	DB14481	P31415
23518	DB14481	Q02818
23519	DB14481	P80303
23520	DB14481	P0DP23
23521	DB14481	Q75N90
23522	DB14481	P28676
23523	DB14481	Q9ULU8
23524	DB14481	P0DP24
23525	DB14481	P0DP25
23526	DB14481	Q96FQ6
23527	DB14481	P22676
23528	DB14481	Q13938
23529	DB14481	Q86UW7
23530	DB14481	Q96L12
23531	DB14481	Q9ULB1
23532	DB14481	P62166
23533	DB14487	P46663
23534	DB14487	P16455
23535	DB14487	P04075
23536	DB14487	P68104
23537	DB14487	P06733
23538	DB14487	O14556
23539	DB14487	P15531
23540	DB14487	P07237
23541	DB14487	P30101
23542	DB14487	Q06830
23543	DB14487	P78330
23544	DB14487	P60174
23545	DB14487	P49411
23546	DB14487	P03372
23547	DB14487	P08700
23548	DB14487	P02795
23549	DB14487	O14618
23550	DB14487	Q13547
23551	DB14487	P56524
23552	DB14487	P29372
23553	DB14487	P04279
23554	DB14487	P00441
23555	DB14487	Q9BY41
23556	DB14487	O15304
23557	DB14487	P23415
23558	DB14487	Q00987
23559	DB14487	P01308
23560	DB14487	P46939
23561	DB14487	P45381
23562	DB14487	P05109
23563	DB14487	P06702
23564	DB14487	P14780
23565	DB14487	O15350
23566	DB14487	P29034
23567	DB14487	P04637
23568	DB14487	P25713
23569	DB14487	O75340
23570	DB14487	Q8N907
23571	DB14487	P04731
23572	DB14487	P04217
23573	DB14487	P01023
23574	DB14487	P01019
23575	DB14487	P02765
23576	DB14487	P02743
23577	DB14487	P02647
23578	DB14487	P02652
23579	DB14487	P06727
23580	DB14487	Q0VD83
23581	DB14487	P02649
23582	DB14487	O14791
23583	DB14487	P02746
23584	DB14487	P02747
23585	DB14487	P00736
23586	DB14487	P09871
23587	DB14487	P01024
23588	DB14487	P0C0L5
23589	DB14487	P04003
23590	DB14487	P20851
23591	DB14487	P01031
23592	DB14487	P46736
23593	DB14487	P07357
23594	DB14487	P07358
23595	DB14487	P07360
23596	DB14487	P00751
23597	DB14487	P08603
23598	DB14487	P05156
23599	DB14487	P10909
23600	DB14487	P00450
23601	DB14487	P15169
23602	DB14487	P22792
23603	DB14487	P81605
23604	DB14487	P15924
23605	DB14487	P00748
23606	DB14487	P05160
23607	DB14487	P00734
23608	DB14487	O75636
23609	DB14487	P02671
23610	DB14487	P02751
23611	DB14487	P06396
23612	DB14487	P69905
23613	DB14487	P68871
23614	DB14487	P00739
23615	DB14487	Q86YZ3
23616	DB14487	P35858
23617	DB14487	P01876
23618	DB14487	P01871
23619	DB14487	P01599
23620	DB14487	P01619
23621	DB14487	P80748
23622	DB14487	P19827
23623	DB14487	P19823
23624	DB14487	Q06033
23625	DB14487	Q14624
